"","rainfall","biomass"
"1",5.92981284484267,19.2506711868629
"2",7.26481121499091,31.122970639922
"3",3.70422003557906,14.2765769954919
"4",5.14923830050975,15.1817163591677
"5",3.77663215855137,12.1774184333901
"6",4.18337325798348,12.7019643370149
"7",0.106578450649977,0.0275127252273974
"8",5.32295242184773,18.9400655062742
"9",4.32160616386682,15.0640897384645
"10",0.936815198510885,4.50292148280968
"11",5.55779913673177,20.9268989037232
"12",5.9022848890163,22.8498492780358
"13",0.671411433722824,7.45416807082459
"14",0.475478533189744,1.65010757652835
"15",1.56202515820041,12.5454778145351
